legacy_row,legacy_key,new_ref,runtime_key,group,context,source_file,source_line,source_ref
320,item.name.113,item.name.113,item.name.113,item,Item display name (113),scripts/scr_db_item/scr_db_item.gml,548,ItemDB_Init item 113
321,item.name.114,item.name.114,item.name.114,item,Item display name (114),scripts/scr_db_item/scr_db_item.gml,566,ItemDB_Init item 114
322,item.name.12,item.name.12,item.name.12,item,Item display name (12),scripts/scr_db_item/scr_db_item.gml,293,ItemDB_Init item 12
323,item.name.13,item.name.13,item.name.13,item,Item display name (13),scripts/scr_db_item/scr_db_item.gml,312,ItemDB_Init item 13
324,item.name.14,item.name.14,item.name.14,item,Item display name (14),scripts/scr_db_item/scr_db_item.gml,196,ItemDB_Init item 14
325,item.name.15,item.name.15,item.name.15,item,Item display name (15),scripts/scr_db_item/scr_db_item.gml,215,ItemDB_Init item 15
326,item.name.17,item.name.17,item.name.17,item,Item display name (17),scripts/scr_db_item/scr_db_item.gml,254,ItemDB_Init item 17
327,item.name.18,item.name.18,item.name.18,item,Item display name (18),scripts/scr_db_item/scr_db_item.gml,273,ItemDB_Init item 18
328,item.name.2,item.name.2,item.name.2,item,Item display name (2),scripts/scr_db_item/scr_db_item.gml,30,ItemDB_Init item 2
329,item.name.20,item.name.20,item.name.20,item,Item display name (20),scripts/scr_db_item/scr_db_item.gml,585,ItemDB_Init item 20
330,item.name.21,item.name.21,item.name.21,item,Item display name (21),scripts/scr_db_item/scr_db_item.gml,604,ItemDB_Init item 21
331,item.name.22,item.name.22,item.name.22,item,Item display name (22),scripts/scr_db_item/scr_db_item.gml,623,ItemDB_Init item 22
332,item.name.23,item.name.23,item.name.23,item,Item display name (23),scripts/scr_db_item/scr_db_item.gml,643,ItemDB_Init item 23
333,item.name.24,item.name.24,item.name.24,item,Item display name (24),scripts/scr_db_item/scr_db_item.gml,662,ItemDB_Init item 24
334,item.name.25,item.name.25,item.name.25,item,Item display name (25),scripts/scr_db_item/scr_db_item.gml,681,ItemDB_Init item 25
335,item.name.3,item.name.3,item.name.3,item,Item display name (3),scripts/scr_db_item/scr_db_item.gml,48,ItemDB_Init item 3
336,item.name.4,item.name.4,item.name.4,item,Item display name (4),scripts/scr_db_item/scr_db_item.gml,67,ItemDB_Init item 4
337,item.name.5,item.name.5,item.name.5,item,Item display name (5),scripts/scr_db_item/scr_db_item.gml,85,ItemDB_Init item 5
338,item.name.6,item.name.6,item.name.6,item,Item display name (6),scripts/scr_db_item/scr_db_item.gml,103,ItemDB_Init item 6
339,item.name.7,item.name.7,item.name.7,item,Item display name (7),scripts/scr_db_item/scr_db_item.gml,122,ItemDB_Init item 7
340,item.name.8,item.name.8,item.name.8,item,Item display name (8),scripts/scr_db_item/scr_db_item.gml,140,ItemDB_Init item 8
341,item.name.9,item.name.9,item.name.9,item,Item display name (9),scripts/scr_db_item/scr_db_item.gml,158,ItemDB_Init item 9
342,item.passive.desc.1,item.passive.desc.1,item.passive.desc.1,item,Equip passive description for item 1,scripts/scr_db_item/scr_db_item.gml,748,ItemDB_GetPassiveTemplate case 1
343,item.passive.desc.2,item.passive.desc.2,item.passive.desc.2,item,Equip passive description for item 2,scripts/scr_db_item/scr_db_item.gml,749,ItemDB_GetPassiveTemplate case 2
344,item.passive.desc.20,item.passive.desc.20,item.passive.desc.20,item,Equip passive description for item 20,scripts/scr_db_item/scr_db_item.gml,759,ItemDB_GetPassiveTemplate case 20
345,item.passive.desc.21,item.passive.desc.21,item.passive.desc.21,item,Equip passive description for item 21,scripts/scr_db_item/scr_db_item.gml,760,ItemDB_GetPassiveTemplate case 21
346,item.passive.desc.22,item.passive.desc.22,item.passive.desc.22,item,Equip passive description for item 22,scripts/scr_db_item/scr_db_item.gml,761,ItemDB_GetPassiveTemplate case 22
347,item.passive.desc.23,item.passive.desc.23,item.passive.desc.23,item,Equip passive description for item 23,scripts/scr_db_item/scr_db_item.gml,762,ItemDB_GetPassiveTemplate case 23
348,item.passive.desc.24,item.passive.desc.24,item.passive.desc.24,item,Equip passive description for item 24,scripts/scr_db_item/scr_db_item.gml,763,ItemDB_GetPassiveTemplate case 24
349,item.passive.desc.25,item.passive.desc.25,item.passive.desc.25,item,Equip passive description for item 25,scripts/scr_db_item/scr_db_item.gml,764,ItemDB_GetPassiveTemplate case 25
350,item.passive.desc.3,item.passive.desc.3,item.passive.desc.3,item,Equip passive description for item 3,scripts/scr_db_item/scr_db_item.gml,750,ItemDB_GetPassiveTemplate case 3
351,item.passive.desc.4,item.passive.desc.4,item.passive.desc.4,item,Equip passive description for item 4,scripts/scr_db_item/scr_db_item.gml,751,ItemDB_GetPassiveTemplate case 4
352,item.passive.desc.5,item.passive.desc.5,item.passive.desc.5,item,Equip passive description for item 5,scripts/scr_db_item/scr_db_item.gml,752,ItemDB_GetPassiveTemplate case 5
353,item.passive.desc.6,item.passive.desc.6,item.passive.desc.6,item,Equip passive description for item 6,scripts/scr_db_item/scr_db_item.gml,753,ItemDB_GetPassiveTemplate case 6
354,item.passive.desc.7,item.passive.desc.7,item.passive.desc.7,item,Equip passive description for item 7,scripts/scr_db_item/scr_db_item.gml,754,ItemDB_GetPassiveTemplate case 7
355,item.passive.desc.8,item.passive.desc.8,item.passive.desc.8,item,Equip passive description for item 8,scripts/scr_db_item/scr_db_item.gml,755,ItemDB_GetPassiveTemplate case 8
356,item.passive.desc.9,item.passive.desc.9,item.passive.desc.9,item,Equip passive description for item 9,scripts/scr_db_item/scr_db_item.gml,756,ItemDB_GetPassiveTemplate case 9
357,item.passive.name.1,item.passive.name.1,item.passive.name.1,item,Equip passive name for item 1,scripts/scr_db_item/scr_db_item.gml,748,ItemDB_GetPassiveTemplate case 1
358,item.passive.name.2,item.passive.name.2,item.passive.name.2,item,Equip passive name for item 2,scripts/scr_db_item/scr_db_item.gml,749,ItemDB_GetPassiveTemplate case 2
359,item.passive.name.20,item.passive.name.20,item.passive.name.20,item,Equip passive name for item 20,scripts/scr_db_item/scr_db_item.gml,759,ItemDB_GetPassiveTemplate case 20
360,item.passive.name.21,item.passive.name.21,item.passive.name.21,item,Equip passive name for item 21,scripts/scr_db_item/scr_db_item.gml,760,ItemDB_GetPassiveTemplate case 21
361,item.passive.name.22,item.passive.name.22,item.passive.name.22,item,Equip passive name for item 22,scripts/scr_db_item/scr_db_item.gml,761,ItemDB_GetPassiveTemplate case 22
362,item.passive.name.23,item.passive.name.23,item.passive.name.23,item,Equip passive name for item 23,scripts/scr_db_item/scr_db_item.gml,762,ItemDB_GetPassiveTemplate case 23
363,item.passive.name.24,item.passive.name.24,item.passive.name.24,item,Equip passive name for item 24,scripts/scr_db_item/scr_db_item.gml,763,ItemDB_GetPassiveTemplate case 24
364,item.passive.name.25,item.passive.name.25,item.passive.name.25,item,Equip passive name for item 25,scripts/scr_db_item/scr_db_item.gml,764,ItemDB_GetPassiveTemplate case 25
365,item.passive.name.3,item.passive.name.3,item.passive.name.3,item,Equip passive name for item 3,scripts/scr_db_item/scr_db_item.gml,750,ItemDB_GetPassiveTemplate case 3
366,item.passive.name.4,item.passive.name.4,item.passive.name.4,item,Equip passive name for item 4,scripts/scr_db_item/scr_db_item.gml,751,ItemDB_GetPassiveTemplate case 4
367,item.passive.name.5,item.passive.name.5,item.passive.name.5,item,Equip passive name for item 5,scripts/scr_db_item/scr_db_item.gml,752,ItemDB_GetPassiveTemplate case 5
368,item.passive.name.6,item.passive.name.6,item.passive.name.6,item,Equip passive name for item 6,scripts/scr_db_item/scr_db_item.gml,753,ItemDB_GetPassiveTemplate case 6
369,item.passive.name.7,item.passive.name.7,item.passive.name.7,item,Equip passive name for item 7,scripts/scr_db_item/scr_db_item.gml,754,ItemDB_GetPassiveTemplate case 7
370,item.passive.name.8,item.passive.name.8,item.passive.name.8,item,Equip passive name for item 8,scripts/scr_db_item/scr_db_item.gml,755,ItemDB_GetPassiveTemplate case 8
371,item.passive.name.9,item.passive.name.9,item.passive.name.9,item,Equip passive name for item 9,scripts/scr_db_item/scr_db_item.gml,756,ItemDB_GetPassiveTemplate case 9
372,menu.common.back,menu.common.back,menu.common.back,menu,Loc_T fallback in ClassSelect_Draw,scripts/scr_menu/scr_menu.gml,2066,ClassSelect_Draw:2066
373,menu.common.cancel,menu.common.cancel,menu.common.cancel,menu,Loc_T fallback in Menu_Draw,scripts/scr_menu/scr_menu.gml,1622,Menu_Draw:1622
374,menu.common.confirm,menu.common.confirm,menu.common.confirm,menu,Loc_T fallback in Menu_Draw,scripts/scr_menu/scr_menu.gml,1621,Menu_Draw:1621
375,menu.difficulty.title,menu.difficulty.title,menu.difficulty.title,menu,Loc_T fallback in Draw_64,objects/obj_start_controller/Draw_64.gml,91,Draw_64:91
376,menu.draw_64.127.0,menu.draw_64.127.0,menu.draw_64.127.0,menu,Draw_64 UI/message text,objects/obj_start_controller/Draw_64.gml,127,Draw_64:127
377,menu.draw_64.127.1,menu.draw_64.127.1,menu.draw_64.127.1,menu,Draw_64 UI/message text,objects/obj_start_controller/Draw_64.gml,127,Draw_64:127
378,menu.draw_64.91.0,menu.draw_64.91.0,menu.draw_64.91.0,menu,Draw_64 UI/message text,objects/obj_start_controller/Draw_64.gml,91,Draw_64:91
379,menu.draw_64.91.1,menu.draw_64.91.1,menu.draw_64.91.1,menu,Draw_64 UI/message text,objects/obj_start_controller/Draw_64.gml,91,Draw_64:91
380,menu.label.equipped_short,menu.label.equipped_short,menu.label.equipped_short,menu,Loc_T fallback in Menu_Draw,scripts/scr_menu/scr_menu.gml,1417,Menu_Draw:1417
381,menu.label.stack_suffix,menu.label.stack_suffix,menu.label.stack_suffix,menu,Loc_T fallback in Menu_Draw,scripts/scr_menu/scr_menu.gml,1410,Menu_Draw:1410
382,menu.main.option.0,menu.main.option.0,menu.main.option.0,menu,Loc_T fallback in Create_0,objects/obj_start_controller/Create_0.gml,3,Create_0:3
383,menu.main.option.1,menu.main.option.1,menu.main.option.1,menu,Loc_T fallback in Create_0,objects/obj_start_controller/Create_0.gml,4,Create_0:4
384,menu.main.option.2,menu.main.option.2,menu.main.option.2,menu,Loc_T fallback in Create_0,objects/obj_start_controller/Create_0.gml,5,Create_0:5
385,menu.main.option.3,menu.main.option.3,menu.main.option.3,menu,Loc_T fallback in Create_0,objects/obj_start_controller/Create_0.gml,6,Create_0:6
386,menu.menu_draw.1353.0,menu.menu_draw.1353.0,menu.menu_draw.1353.0,menu,Menu_Draw UI/message text,scripts/scr_menu/scr_menu.gml,1353,Menu_Draw:1353
387,menu.menu_draw.1354.0,menu.menu_draw.1354.0,menu.menu_draw.1354.0,menu,Menu_Draw UI/message text,scripts/scr_menu/scr_menu.gml,1354,Menu_Draw:1354
388,menu.menu_draw.1355.0,menu.menu_draw.1355.0,menu.menu_draw.1355.0,menu,Menu_Draw UI/message text,scripts/scr_menu/scr_menu.gml,1355,Menu_Draw:1355
389,menu.menu_draw.1387.0,menu.menu_draw.1387.0,menu.menu_draw.1387.0,menu,Menu_Draw UI/message text,scripts/scr_menu/scr_menu.gml,1387,Menu_Draw:1387
390,menu.menu_draw.1387.1,menu.menu_draw.1387.1,menu.menu_draw.1387.1,menu,Menu_Draw UI/message text,scripts/scr_menu/scr_menu.gml,1387,Menu_Draw:1387
391,menu.menu_draw.1417.0,menu.menu_draw.1417.0,menu.menu_draw.1417.0,menu,Menu_Draw UI/message text,scripts/scr_menu/scr_menu.gml,1417,Menu_Draw:1417
392,menu.menu_draw.1417.1,menu.menu_draw.1417.1,menu.menu_draw.1417.1,menu,Menu_Draw UI/message text,scripts/scr_menu/scr_menu.gml,1417,Menu_Draw:1417
393,menu.menu_draw.1417.2,menu.menu_draw.1417.2,menu.menu_draw.1417.2,menu,Menu_Draw UI/message text,scripts/scr_menu/scr_menu.gml,1417,Menu_Draw:1417
394,menu.menu_draw.1417.3,menu.menu_draw.1417.3,menu.menu_draw.1417.3,menu,Menu_Draw UI/message text,scripts/scr_menu/scr_menu.gml,1417,Menu_Draw:1417
395,menu.menu_draw.1448.0,menu.menu_draw.1448.0,menu.menu_draw.1448.0,menu,Menu_Draw UI/message text,scripts/scr_menu/scr_menu.gml,1448,Menu_Draw:1448
396,menu.menu_draw.1448.1,menu.menu_draw.1448.1,menu.menu_draw.1448.1,menu,Menu_Draw UI/message text,scripts/scr_menu/scr_menu.gml,1448,Menu_Draw:1448
397,menu.menu_draw.1529.0,menu.menu_draw.1529.0,menu.menu_draw.1529.0,menu,Menu_Draw UI/message text,scripts/scr_menu/scr_menu.gml,1529,Menu_Draw:1529
398,menu.menu_draw.1529.1,menu.menu_draw.1529.1,menu.menu_draw.1529.1,menu,Menu_Draw UI/message text,scripts/scr_menu/scr_menu.gml,1529,Menu_Draw:1529
399,menu.menu_draw.1529.2,menu.menu_draw.1529.2,menu.menu_draw.1529.2,menu,Menu_Draw UI/message text,scripts/scr_menu/scr_menu.gml,1529,Menu_Draw:1529
400,menu.menu_draw.1529.3,menu.menu_draw.1529.3,menu.menu_draw.1529.3,menu,Menu_Draw UI/message text,scripts/scr_menu/scr_menu.gml,1529,Menu_Draw:1529
401,menu.menu_draw.1530.0,menu.menu_draw.1530.0,menu.menu_draw.1530.0,menu,Menu_Draw UI/message text,scripts/scr_menu/scr_menu.gml,1530,Menu_Draw:1530
402,menu.menu_draw.1530.1,menu.menu_draw.1530.1,menu.menu_draw.1530.1,menu,Menu_Draw UI/message text,scripts/scr_menu/scr_menu.gml,1530,Menu_Draw:1530
403,menu.menu_draw.1556.0,menu.menu_draw.1556.0,menu.menu_draw.1556.0,menu,Menu_Draw UI/message text,scripts/scr_menu/scr_menu.gml,1556,Menu_Draw:1556
404,menu.menu_draw.1556.1,menu.menu_draw.1556.1,menu.menu_draw.1556.1,menu,Menu_Draw UI/message text,scripts/scr_menu/scr_menu.gml,1556,Menu_Draw:1556
405,menu.menu_draw.1562.0,menu.menu_draw.1562.0,menu.menu_draw.1562.0,menu,Menu_Draw UI/message text,scripts/scr_menu/scr_menu.gml,1562,Menu_Draw:1562
406,menu.menu_draw.1562.1,menu.menu_draw.1562.1,menu.menu_draw.1562.1,menu,Menu_Draw UI/message text,scripts/scr_menu/scr_menu.gml,1562,Menu_Draw:1562
407,menu.menu_draw.1621.0,menu.menu_draw.1621.0,menu.menu_draw.1621.0,menu,Menu_Draw UI/message text,scripts/scr_menu/scr_menu.gml,1621,Menu_Draw:1621
408,menu.menu_draw.1621.1,menu.menu_draw.1621.1,menu.menu_draw.1621.1,menu,Menu_Draw UI/message text,scripts/scr_menu/scr_menu.gml,1621,Menu_Draw:1621
409,menu.menu_draw.1622.0,menu.menu_draw.1622.0,menu.menu_draw.1622.0,menu,Menu_Draw UI/message text,scripts/scr_menu/scr_menu.gml,1622,Menu_Draw:1622
410,menu.menu_draw.1622.1,menu.menu_draw.1622.1,menu.menu_draw.1622.1,menu,Menu_Draw UI/message text,scripts/scr_menu/scr_menu.gml,1622,Menu_Draw:1622
411,menu.menu_draw.1670.0,menu.menu_draw.1670.0,menu.menu_draw.1670.0,menu,Menu_Draw UI/message text,scripts/scr_menu/scr_menu.gml,1670,Menu_Draw:1670
412,menu.menu_draw.1670.1,menu.menu_draw.1670.1,menu.menu_draw.1670.1,menu,Menu_Draw UI/message text,scripts/scr_menu/scr_menu.gml,1670,Menu_Draw:1670
413,menu.menu_draw.1688.0,menu.menu_draw.1688.0,menu.menu_draw.1688.0,menu,Menu_Draw UI/message text,scripts/scr_menu/scr_menu.gml,1688,Menu_Draw:1688
414,menu.menu_draw.1688.1,menu.menu_draw.1688.1,menu.menu_draw.1688.1,menu,Menu_Draw UI/message text,scripts/scr_menu/scr_menu.gml,1688,Menu_Draw:1688
415,menu.menu_draw.1689.0,menu.menu_draw.1689.0,menu.menu_draw.1689.0,menu,Menu_Draw UI/message text,scripts/scr_menu/scr_menu.gml,1689,Menu_Draw:1689
416,menu.menu_draw.1689.1,menu.menu_draw.1689.1,menu.menu_draw.1689.1,menu,Menu_Draw UI/message text,scripts/scr_menu/scr_menu.gml,1689,Menu_Draw:1689
417,menu.menu_draw.1741.0,menu.menu_draw.1741.0,menu.menu_draw.1741.0,menu,Menu_Draw UI/message text,scripts/scr_menu/scr_menu.gml,1741,Menu_Draw:1741
418,menu.menu_draw.1741.1,menu.menu_draw.1741.1,menu.menu_draw.1741.1,menu,Menu_Draw UI/message text,scripts/scr_menu/scr_menu.gml,1741,Menu_Draw:1741
419,menu.menu_handleinput.1170.0,menu.menu_handleinput.1170.0,menu.menu_handleinput.1170.0,menu,Menu_HandleInput UI/message text,scripts/scr_menu/scr_menu.gml,1170,Menu_HandleInput:1170
420,menu.menu_handleinput.1170.1,menu.menu_handleinput.1170.1,menu.menu_handleinput.1170.1,menu,Menu_HandleInput UI/message text,scripts/scr_menu/scr_menu.gml,1170,Menu_HandleInput:1170
421,menu.menu_useinventoryitem.854.0,menu.menu_useinventoryitem.854.0,menu.menu_useinventoryitem.854.0,menu,Menu_UseInventoryItem UI/message text,scripts/scr_menu/scr_menu.gml,854,Menu_UseInventoryItem:854
422,menu.menu_useinventoryitem.854.1,menu.menu_useinventoryitem.854.1,menu.menu_useinventoryitem.854.1,menu,Menu_UseInventoryItem UI/message text,scripts/scr_menu/scr_menu.gml,854,Menu_UseInventoryItem:854
423,menu.menu_useinventoryitem.869.0,menu.menu_useinventoryitem.869.0,menu.menu_useinventoryitem.869.0,menu,Menu_UseInventoryItem UI/message text,scripts/scr_menu/scr_menu.gml,869,Menu_UseInventoryItem:869
424,menu.menu_useinventoryitem.869.1,menu.menu_useinventoryitem.869.1,menu.menu_useinventoryitem.869.1,menu,Menu_UseInventoryItem UI/message text,scripts/scr_menu/scr_menu.gml,869,Menu_UseInventoryItem:869
425,menu.menu_useinventoryitem.884.0,menu.menu_useinventoryitem.884.0,menu.menu_useinventoryitem.884.0,menu,Menu_UseInventoryItem UI/message text,scripts/scr_menu/scr_menu.gml,884,Menu_UseInventoryItem:884
426,menu.menu_useinventoryitem.884.1,menu.menu_useinventoryitem.884.1,menu.menu_useinventoryitem.884.1,menu,Menu_UseInventoryItem UI/message text,scripts/scr_menu/scr_menu.gml,884,Menu_UseInventoryItem:884
427,menu.menu_useinventoryitem.890.0,menu.menu_useinventoryitem.890.0,menu.menu_useinventoryitem.890.0,menu,Menu_UseInventoryItem UI/message text,scripts/scr_menu/scr_menu.gml,890,Menu_UseInventoryItem:890
428,menu.menu_useinventoryitem.890.1,menu.menu_useinventoryitem.890.1,menu.menu_useinventoryitem.890.1,menu,Menu_UseInventoryItem UI/message text,scripts/scr_menu/scr_menu.gml,890,Menu_UseInventoryItem:890
429,menu.menu_useinventoryitem.912.0,menu.menu_useinventoryitem.912.0,menu.menu_useinventoryitem.912.0,menu,Menu_UseInventoryItem UI/message text,scripts/scr_menu/scr_menu.gml,912,Menu_UseInventoryItem:912
430,menu.menu_useinventoryitem.912.1,menu.menu_useinventoryitem.912.1,menu.menu_useinventoryitem.912.1,menu,Menu_UseInventoryItem UI/message text,scripts/scr_menu/scr_menu.gml,912,Menu_UseInventoryItem:912
431,menu.msg.cant_equip,menu.msg.cant_equip,menu.msg.cant_equip,menu,Loc_T fallback in Menu_UseInventoryItem,scripts/scr_menu/scr_menu.gml,890,Menu_UseInventoryItem:890
432,menu.msg.equipped,menu.msg.equipped,menu.msg.equipped,menu,Loc_T fallback in Menu_UseInventoryItem,scripts/scr_menu/scr_menu.gml,884,Menu_UseInventoryItem:884
433,menu.msg.no_items,menu.msg.no_items,menu.msg.no_items,menu,Loc_T fallback in Menu_Draw,scripts/scr_menu/scr_menu.gml,1387,Menu_Draw:1387
434,menu.msg.no_skills,menu.msg.no_skills,menu.msg.no_skills,menu,Loc_T fallback in Menu_Draw,scripts/scr_menu/scr_menu.gml,1448,Menu_Draw:1448
435,menu.msg.unequipped,menu.msg.unequipped,menu.msg.unequipped,menu,Loc_T fallback in Menu_UseInventoryItem,scripts/scr_menu/scr_menu.gml,869,Menu_UseInventoryItem:869
436,menu.popup.learn_skill,menu.popup.learn_skill,menu.popup.learn_skill,menu,Loc_T fallback in Menu_InvPopupOpenConfirm,scripts/scr_menu/scr_menu.gml,922,Menu_InvPopupOpenConfirm:922
437,menu.stats.available_points,menu.stats.available_points,menu.stats.available_points,menu,Loc_T fallback in Menu_Draw,scripts/scr_menu/scr_menu.gml,1538,Menu_Draw:1538
438,menu.stats.level,menu.stats.level,menu.stats.level,menu,Loc_T fallback in Menu_Draw,scripts/scr_menu/scr_menu.gml,1535,Menu_Draw:1535
439,menu.stats.level_cap,menu.stats.level_cap,menu.stats.level_cap,menu,Loc_T fallback in Menu_Draw,scripts/scr_menu/scr_menu.gml,1529,Menu_Draw:1529
440,menu.stats.max,menu.stats.max,menu.stats.max,menu,Loc_T fallback in Menu_Draw,scripts/scr_menu/scr_menu.gml,1530,Menu_Draw:1530
441,menu.stats.required_exp,menu.stats.required_exp,menu.stats.required_exp,menu,Loc_T fallback in Menu_Draw,scripts/scr_menu/scr_menu.gml,1529,Menu_Draw:1529
442,menu.tab.inventory,menu.tab.inventory,menu.tab.inventory,menu,Loc_T fallback in Menu_Ensure,scripts/scr_menu/scr_menu.gml,15,Menu_Ensure:15
443,menu.tab.skills,menu.tab.skills,menu.tab.skills,menu,Loc_T fallback in Menu_Ensure,scripts/scr_menu/scr_menu.gml,16,Menu_Ensure:16
444,menu.tab.stats,menu.tab.stats,menu.tab.stats,menu,Loc_T fallback in Menu_Ensure,scripts/scr_menu/scr_menu.gml,17,Menu_Ensure:17
445,menu.tooltip.class.all,menu.tooltip.class.all,menu.tooltip.class.all,menu,Loc_T fallback in Tooltip_ClassListText,scripts/scr_menu/scr_menu.gml,217,Tooltip_ClassListText:217
446,menu.tooltip.class.only,menu.tooltip.class.only,menu.tooltip.class.only,menu,Loc_T fallback in Tooltip_ClassOnlyText,scripts/scr_menu/scr_menu.gml,229,Tooltip_ClassOnlyText:229
447,menu.tooltip.damage,menu.tooltip.damage,menu.tooltip.damage,menu,Loc_T fallback in Tooltip_SkillDamageLine,scripts/scr_menu/scr_menu.gml,299,Tooltip_SkillDamageLine:299
448,menu.tooltip.damage.acc,menu.tooltip.damage.acc,menu.tooltip.damage.acc,menu,Loc_T fallback in Tooltip_SkillDamageLine,scripts/scr_menu/scr_menu.gml,317,Tooltip_SkillDamageLine:317
449,menu.tooltip.damage.hits,menu.tooltip.damage.hits,menu.tooltip.damage.hits,menu,Loc_T fallback in Tooltip_SkillDamageLine,scripts/scr_menu/scr_menu.gml,311,Tooltip_SkillDamageLine:311
450,menu.tooltip.damage.power,menu.tooltip.damage.power,menu.tooltip.damage.power,menu,Loc_T fallback in Tooltip_SkillDamageLine,scripts/scr_menu/scr_menu.gml,301,Tooltip_SkillDamageLine:301
451,menu.tooltip.damage.stat,menu.tooltip.damage.stat,menu.tooltip.damage.stat,menu,Loc_T fallback in Tooltip_SkillDamageLine,scripts/scr_menu/scr_menu.gml,320,Tooltip_SkillDamageLine:320
452,menu.tooltip.effect.buff,menu.tooltip.effect.buff,menu.tooltip.effect.buff,menu,Loc_T fallback in Tooltip_SkillEffectLines,scripts/scr_menu/scr_menu.gml,416,Tooltip_SkillEffectLines:416
453,menu.tooltip.effect.multi_status,menu.tooltip.effect.multi_status,menu.tooltip.effect.multi_status,menu,Loc_T fallback in Tooltip_SkillEffectLines,scripts/scr_menu/scr_menu.gml,424,Tooltip_SkillEffectLines:424
454,menu.tooltip.effect.named,menu.tooltip.effect.named,menu.tooltip.effect.named,menu,Loc_T fallback in Tooltip_SkillEffectLines,scripts/scr_menu/scr_menu.gml,437,Tooltip_SkillEffectLines:437
455,menu.tooltip.effect.restore_hp,menu.tooltip.effect.restore_hp,menu.tooltip.effect.restore_hp,menu,Loc_T fallback in Tooltip_SkillEffectLines,scripts/scr_menu/scr_menu.gml,428,Tooltip_SkillEffectLines:428
456,menu.tooltip.effect.steal_item,menu.tooltip.effect.steal_item,menu.tooltip.effect.steal_item,menu,Loc_T fallback in Tooltip_SkillEffectLines,scripts/scr_menu/scr_menu.gml,432,Tooltip_SkillEffectLines:432
457,menu.tooltip.item.bonus,menu.tooltip.item.bonus,menu.tooltip.item.bonus,menu,Loc_T fallback in Tooltip_BuildItemLines,scripts/scr_menu/scr_menu.gml,572,Tooltip_BuildItemLines:572
458,menu.tooltip.item.cure,menu.tooltip.item.cure,menu.tooltip.item.cure,menu,Loc_T fallback in Tooltip_BuildItemLines,scripts/scr_menu/scr_menu.gml,623,Tooltip_BuildItemLines:623
459,menu.tooltip.item.heal_hp,menu.tooltip.item.heal_hp,menu.tooltip.item.heal_hp,menu,Loc_T fallback in Tooltip_BuildItemLines,scripts/scr_menu/scr_menu.gml,597,Tooltip_BuildItemLines:597
460,menu.tooltip.item.restore_mp,menu.tooltip.item.restore_mp,menu.tooltip.item.restore_mp,menu,Loc_T fallback in Tooltip_BuildItemLines,scripts/scr_menu/scr_menu.gml,611,Tooltip_BuildItemLines:611
461,menu.tooltip.item.scale_with_level,menu.tooltip.item.scale_with_level,menu.tooltip.item.scale_with_level,menu,Loc_T fallback in Tooltip_BuildItemLines,scripts/scr_menu/scr_menu.gml,603,Tooltip_BuildItemLines:603
462,menu.tooltip.item.teaches,menu.tooltip.item.teaches,menu.tooltip.item.teaches,menu,Loc_T fallback in Tooltip_BuildItemLines,scripts/scr_menu/scr_menu.gml,633,Tooltip_BuildItemLines:633
463,menu.tooltip.item.teaches_unknown,menu.tooltip.item.teaches_unknown,menu.tooltip.item.teaches_unknown,menu,Loc_T fallback in Tooltip_BuildItemLines,scripts/scr_menu/scr_menu.gml,652,Tooltip_BuildItemLines:652
464,menu.tooltip.item.type.armor,menu.tooltip.item.type.armor,menu.tooltip.item.type.armor,menu,Loc_T fallback in Tooltip_ItemTypeLine,scripts/scr_menu/scr_menu.gml,502,Tooltip_ItemTypeLine:502
465,menu.tooltip.item.type.consumable,menu.tooltip.item.type.consumable,menu.tooltip.item.type.consumable,menu,Loc_T fallback in Tooltip_ItemTypeLine,scripts/scr_menu/scr_menu.gml,511,Tooltip_ItemTypeLine:511
466,menu.tooltip.item.type.key,menu.tooltip.item.type.key,menu.tooltip.item.type.key,menu,Loc_T fallback in Tooltip_ItemTypeLine,scripts/scr_menu/scr_menu.gml,512,Tooltip_ItemTypeLine:512
467,menu.tooltip.item.type.skillbook,menu.tooltip.item.type.skillbook,menu.tooltip.item.type.skillbook,menu,Loc_T fallback in Tooltip_ItemTypeLine,scripts/scr_menu/scr_menu.gml,497,Tooltip_ItemTypeLine:497
468,menu.tooltip.item.type.unknown,menu.tooltip.item.type.unknown,menu.tooltip.item.type.unknown,menu,Loc_T fallback in Tooltip_ItemTypeLine,scripts/scr_menu/scr_menu.gml,496,Tooltip_ItemTypeLine:496
469,menu.tooltip.item.type.weapon,menu.tooltip.item.type.weapon,menu.tooltip.item.type.weapon,menu,Loc_T fallback in Tooltip_ItemTypeLine,scripts/scr_menu/scr_menu.gml,501,Tooltip_ItemTypeLine:501
470,menu.tooltip.item.type.with_slot,menu.tooltip.item.type.with_slot,menu.tooltip.item.type.with_slot,menu,Loc_T fallback in Tooltip_ItemTypeLine,scripts/scr_menu/scr_menu.gml,504,Tooltip_ItemTypeLine:504
471,menu.tooltip.passive.cooldown,menu.tooltip.passive.cooldown,menu.tooltip.passive.cooldown,menu,Loc_T fallback in Tooltip_PassiveLineHuman,scripts/scr_menu/scr_menu.gml,257,Tooltip_PassiveLineHuman:257
472,menu.tooltip.passive.cooldown_prefix,menu.tooltip.passive.cooldown_prefix,menu.tooltip.passive.cooldown_prefix,menu,Loc_T fallback in Tooltip_PassiveLineHuman,scripts/scr_menu/scr_menu.gml,256,Tooltip_PassiveLineHuman:256
